alpha,gamma,epsilon,mean_reward
3.6093109e-06,0.3423535206022,0.3103524596528,"[7.0, 8.0, 7.0, 9.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 7.0, 8.0, 6.0, 6.0, 9.0, 0.0, 8.0, 5.0, 8.0, 9.0, 6.0, 7.0, 8.0, 8.0, 8.0, 7.0, 40.0, 90.0, 8.0, 15.0, 7.0, 6.0, 7.0, 7.0, 9.0, 6.0, 7.0, 70.0, 9.0, 9.0, 7.0, 80.0, 5.0, 4.0, 8.0, 9.0, 9.0, 9.0, 5.0, 8.0, 7.0, 80.0, 70.0, 8.0, 8.0, 70.0, 7.0, 6.0, 8.0, 7.0, 60.0, 9.0, 7.0, 80.0, 7.0, 8.0, 6.0, 8.0, 5.0, 9.0, 20.0, 9.0, 9.0, 7.0, 80.0, 8.0, 8.0, 5.0, 4.0, 7.0, 9.0, 8.0, 7.0, 8.0, 9.0, 8.0, 9.0, 7.0, 70.0, 90.0, 5.0, 9.0, 6.0, 8.0, 6.0, 8.0, 9.0, 6.0, 8.0, 8.0]"
