config_id,performance,budget,budget_used,total_wallclock_time,total_optimization_time,agent.alpha,agent.gamma,policy.epsilon
11,7.53,10000,800000,5.693411111831665,0.001154184341430664,0.0021938654178,0.7030322820396,0.2156481075547
11,7.53,10000,1000000,7.070805072784424,0.00533747673034668,0.0021938654178,0.7030322820396,0.2156481075547
