alpha,gamma,epsilon,mean_reward
2.9348923e-06,0.8066824184506,0.1940911357461,"[7.0, 8.0, 6.0, 7.0, 7.0, 8.0, 8.0, 9.0, 7.0, 9.0, 6.0, 8.0, 7.0, 7.0, 8.0, 9.0, 8.0, 6.0, 7.0, 9.0, 9.0, 2.0, 9.0, 7.0, 8.0, 9.0, 9.0, 5.0, 8.0, 6.0, 9.0, 8.0, 8.0, 7.0, 6.0, 9.0, 4.0, 9.0, 7.0, 9.0, 9.0, 9.0, 8.0, 8.0, 7.0, 5.0, 9.0, 9.0, 9.0, 8.0, 7.0, 8.0, 6.0, 5.0, 8.0, 9.0, 9.0, 9.0, 9.0, 4.0, 7.0, 9.0, 9.0, 8.0, 9.0, 7.0, 70.0, 8.0, 9.0, 7.0, 9.0, 80.0, 9.0, 8.0, 7.0, 8.0, 9.0, 6.0, 9.0, 9.0, 9.0, 7.0, 80.0, 8.0, 9.0, 9.0, 8.0, 9.0, 90.0, 9.0, 9.0, 9.0, 80.0, 9.0, 8.0, 9.0, 9.0, 7.0, 8.0, 8.0]"
