alpha,gamma,epsilon,mean_reward
0.0002935672966,0.5805869879471,0.964842403666,"[4.0, 0.0, 2.0, 20.0, 20.0, 5.0, 21.0, 0.0, 6.0, 4.0, 3.0, 40.0, 60.0, 40.0, 50.0, 1.0, 6.0, 14.0, 70.0, 3.0, 40.0, 11.0, 40.0, 30.0, 40.0, 20.0, 40.0, 60.0, 2.0, 11.0, 70.0, 13.0, 5.0, 6.0, 30.0, 0.0, 4.0, 31.0, 20.0, 11.0, 5.0, 13.0, 70.0, 5.0, 1.0, 6.0, 20.0, 50.0, 23.0, 70.0, 50.0, 50.0, 1.0, 31.0, 5.0, 12.0, 7.0, 22.0, 3.0, 6.0, 1.0, 30.0, 40.0, 20.0, 40.0, 60.0, 2.0, 5.0, 11.0, 11.0, 10.0, 5.0, 40.0, 20.0, 3.0, 14.0, 7.0, 50.0, 3.0, 5.0, 41.0, 2.0, 4.0, 7.0, 4.0, 3.0, 30.0, 21.0, 7.0, 31.0, 70.0, 2.0, 22.0, 2.0, 3.0, 22.0, 5.0, 11.0, 3.0, 60.0]"
