alpha,gamma,epsilon,mean_reward
0.0001853809246,0.6941581131516,0.8269425053663,"[20.0, 30.0, 30.0, 20.0, 30.0, 5.0, 11.0, 0.0, 40.0, 4.0, 6.0, 9.0, 5.0, 40.0, 40.0, 50.0, 12.0, 10.0, 3.0, 60.0, 6.0, 60.0, 40.0, 50.0, 40.0, 8.0, 51.0, 51.0, 30.0, 4.0, 4.0, 3.0, 70.0, 50.0, 80.0, 50.0, 30.0, 40.0, 50.0, 60.0, 40.0, 2.0, 80.0, 31.0, 60.0, 50.0, 2.0, 6.0, 6.0, 20.0, 23.0, 70.0, 23.0, 60.0, 60.0, 40.0, 40.0, 4.0, 5.0, 30.0, 22.0, 6.0, 50.0, 40.0, 22.0, 60.0, 20.0, 7.0, 60.0, 30.0, 7.0, 60.0, 42.0, 2.0, 23.0, 10.0, 4.0, 12.0, 23.0, 4.0, 40.0, 5.0, 6.0, 11.0, 32.0, 15.0, 70.0, 40.0, 4.0, 50.0, 60.0, 51.0, 30.0, 11.0, 3.0, 30.0, 20.0, 60.0, 10.0, 9.0]"
